Title;Ingenio;URL;Authors;Abstract
Learning Bayesian Network Structures with GOMEA;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000579327800131;"Orphanou, K; Thierens, D and Bosman, PAN";Bayesian networks (BNs) are probabilistic graphical models which are widely used for knowledge representation and decision making tasks, especially in the presence of uncertainty. Finding or learning the structure of BNs from data is an NP-hard problem. Evolutionary algorithms (EAs) have been extensively used to automate the learning process. In this paper, we consider the use of the Gene-Pool
Evolutionary Optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000301089900001;"Blum, C; Chiong, R;  (...); Weise, T";The emergence of different metaheuristics and their new variants in recent years has made the definition of the term Evolutionary Algorithms unclear. Originally, it was coined to put a group of stochastic search algorithms that mimic natural evolution together. While some people would still see it as a specific term devoted to this group of algorithms, including Genetic Algorithms, Genetic Prog
An adaptive multiobjective estimation of distribution algorithm with a novel Gaussian sampling strategy;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000411868100013;"Lin, T; Zhang, H;  (...); Cui, NG";"Add this journal to your reviewer interest list.  Add Journal|In most of existing multiobjective estimation of distribution algorithms (MEDAs), there exist drawbacks: incorrect treatment of population outliers; the loss of population diversity; and too much computational effort being spent on finding an optimal population model. To ease the drawbacks, this paper designs a novel clustering-based multivariate Gaussian sampling strategy and proposes an adapt"
An Evolutionary Algorithm Based Hyper-heuristic for the Set Packing Problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000560389900026;"Chaurasia, SN; Jung, D;  (...); Kim, JH";Utilizing knowledge of the problem of interest and lessons learned from solving similar problemswould help to find the final optimal solution of better quality. A hyper-heuristic algorithm is to gain an advantage of such process. In this paper, we present an evolutionary algorithm based hyper-heuristic framework for solving the set packing problem (SPP). The SPP is a typicalNP-hard problem. The
EDNA:: Estimation of dependency networks algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000247802100043;"Gámez, JA; Mateo, JL and Puerta, JM";Add this journal to your reviewer interest list.  Add Journal|In this work we present a new proposal in order to model the probability distribution in the estimation of distribution algorithms. This approach is based on using dependency networks [1] instead of Bayesian networks or simpler models in which structure is limited. Dependency networks are probabilistic graphical models similar to Bayesian networks, but with a significant difference: they allow
Parameter-less hierarchical Bayesian optimization algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000246337500011;"Pelikan, M; Hartmann, A and Lin, TK";This chapter describes the parameter-less hierarchical Bayesian optimization algorithm (hBOA), which enables the use of hBOA without the need for tuning parameters for solving each problem instance. There are three crucial parameters in hBOA: (1) the selection pressure, (2) the window size for restricted tournaments, and (3) the population size. Although both the selection pressure and the wind
Introducing l1-regularized Logistic Regression in Markov Networks based EDAs;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000312932600214;"Luigi, M; Matteo, M and Gabriele, V";Estimation of Distribution Algorithms evolve populations of candidate solutions to an optimization problem by introducing a statistical model, and by replacing classical variation operators of Genetic Algorithms with statistical operators, such as estimation and sampling. The choice of the model plays a key role in the evolutionary process, indeed it strongly affects the convergence to the glob
Improving the estimation of distribution algorithm with a differential mutation for multilevel thresholding image segmentation;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:001217374900001;"Ramos-Frutos, JA; Miguel-Andrés, I;  (...); Casas-Ordaz, A";Add this journal to your reviewer interest list.  Add Journal|Image segmentation consists of separating an image into regions that are entirely different from each other, and multilevel thresholding is a method used to perform this task. This article proposes an Estimation of Distribution Algorithms (EDA) combined with a Differential Evolution (DE) operator as a metaheuristic to solve the multilevel thresholding problem. The proposal is called the Differe
Bi-Variate Artificial Chromosomes with Genetic Algorithm for Single Machine Scheduling Problems with Sequence-Dependent Setup Times;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000312932600007;Chen, SH and Chen, MC;Artificial chromosomes with genetic algorithm (ACGA) is one of the latest Estimation of Distribution Algorithms (EDAs). This algorithm has been used to solve different kinds of scheduling problems successfully. However, due to its probabilistic model does not consider the variable interactions, ACGA may not perform well in some scheduling problems, particularly the sequence-dependent setup time
A model reference adaptive search method for global optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000248668200011;"Hu, JQ; Fu, MC and Marcus, SI";Add this journal to your reviewer interest list.  Add Journal|Model reference adaptive search (MRAS) for solving global optimization problems works with a parameterized probabilistic model on the solution space and generates at each iteration a group of candidate solutions. These candidate solutions are then used to update the parameters associated with the probabilistic model in such a way that the future search will be biased toward the region containin
A regularity model-based multiobjective estimation of distribution algorithm with reducing redundant cluster operator;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000308666500019;"Wang, Y; Xiang, J and Cai, ZX";Add this journal to your reviewer interest list.  Add Journal|A regularity model-based multiobjective estimation of distribution algorithm (RM-MEDA) has been proposed for solving continuous multiobjective optimization problems with variable linkages. RM-MEDA is a kind of estimation of distribution algorithms and, therefore, modeling plays a critical role. In RM-MEDA, the population is split into several clusters to build the model. Moreover, the fixed num
Optimization in continuous domain by real-coded estimation of distribution algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000221600700027;Paul, TK and Iba, H;Finding global optima in the continuous domain is challenging for Genetic Algorithms (GAs). Traditional GAs use either binary-coded or real-coded representation of the variables, but there is a trade-off between these two encoding methods. Recombination operators for binary-coded GAs are simple to design, but the length of the string representing an individual would be huge if the number of des
Graphical model based continuous estimation of distribution algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000405457500029;"PourMohammadBagher, L; Ebadzadeh, MM and Safabakhsh, R";Add this journal to your reviewer interest list.  Add Journal|In this paper, a new estimation of distribution algorithm is introduced. The goal is to propose a method that avoids complex approximations of learning a probabilistic graphical model and considers multivariate dependencies between continuous random variables. A parallel model of some subgraphs with a smaller number of variables is learned as the probabilistic graphical model. In each generatio
Behaviour of UMDAc with truncation selection on monotonous functions;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000232173100339;"Grahl, X; Minner, S and Rothlauf, F";Of late, much progress has been made in developing Estimation of Distribution Algorithms (EDA), algorithms that use probabilistic modelling of high quality solutions to guide their search. While experimental results on EDA behaviour are widely available, theoretical results are still rare. This is especially the case for continuous EDA. In this article, we develop theory that predicts the behav
A Multiobjective Estimation of Distribution Algorithm Based on Artificial Bee Colony;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000346422500064;"Novais, FT; Batista, LS;  (...); Guimaraes, FG";In this paper, we propose a hybrid Multiobjective Estimation of Distribution Algorithm based on Artificial Bee Colonies and Clusters (MOEDABC) to solve multiobjective optimization problems with continuous variables. This algorithm is inspired in the organization and division of work in a bee colony and employs techniques from estimation of distribution algorithms. To improve some estimations we
Minimal Walsh Structure and Ordinal Linkage of Monotonicity-Invariant Function Classes on Bit Strings;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000364333000043;"Christie, LA; McCall, JAW and Lonie, DP";Problem structure, or linkage, refers to the interaction between variables in a black-box fitness function. Discovering structure is a feature of a range of algorithms, including estimation of distribution algorithms (EDAs) and perturbation methods (PMs). The complexity of structure has traditionally been used as a broad measure of problem difficulty, as the computational complexity relates dir
An Estimation of Distribution Algorithm for Steiner Tree Problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000356716900229;"Wang, YQ; Wang, H and Kong, GH";As one of the most well-known combinatorial optimization problems, Steiner tree problem is widely applied to optimization in transportation design, biological engineering, and communication networks. It has been proved to be NP complete, though. To solve this problem, researchers have provided many classic solutions. This paper proposes a new method of solving Steiner tree problem by using esti
Sporadic model building for efficiency enhancement of hierarchical BOA;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000249917300064;"Pelikan, M; Sastry, K and Goldberg, DE";This paper describes and analyzes sporadic model building, which can be used to enhance the efficiency of the hierarchical Bayesian optimization algorithm (hBOA) and other advanced estimation of distribution algorithms (EDAs) that use complex multivariate probabilistic models. With sporadic model building, the structure of the probabilistic model is updated once every few iterations (generation
Kernels of Mallows Models under the Hamming Distance for solving the Quadratic Assignment Problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000599930700006;"Arza, E; Pérez, A;  (...); Ceberio, J";Add this journal to your reviewer interest list.  Add Journal|The Quadratic Assignment Problem (QAP) is a well-known permutation-based combinatorial optimization problem with real applications in industrial and logistics environments. Motivated by the challenge that this NP-hard problem represents, it has captured the attention of the optimization community for decades. As a result, a large number of algorithms have been proposed to tackle this problem. A
Time series forecasting by evolving artificial neural networks with genetic algorithms, differential evolution and estimation of distribution algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000313062100003;"Donate, JP; Li, XD;  (...); de Miguel, AS";Add this journal to your reviewer interest list.  Add Journal|Time series forecasting is an important tool to support both individual and organizational decisions (e.g. planning production resources). In recent years, a large literature has evolved on the use of evolutionary artificial neural networks (EANN) in many forecasting applications. Evolving neural networks are particularly appealing because of their ability to model an unspecified nonlinear rela
Using metaheuristic algorithms for parameter estimation in generalized Mallows models;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000366805900022;"Aledo, JA; Gámez, JA and Molina, D";Add this journal to your reviewer interest list.  Add Journal|This paper deals with the problem of parameter estimation in the generalized Mallows model (GMM) by using both local and global search metaheuristic (MH) algorithms. The task we undertake is to learn parameters for defining the GMM from a dataset of complete rankings/permutations. Several approaches can be found in the literature, some of which are based on greedy search and branch and bound se
A Novel EDAs Based Method for HP Model Protein Folding;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000274803100041;"Chen, BH; Li, L and Hu, JL";The protein structure prediction (PSP) problem is one of the most important problems in computational biology. This paper proposes a novel Estimation of Distribution Algorithms (EDAs) based method to solve the PSP problem on HP model. Firstly, a composite fitness function containing the information of folding structure core formation is introduced to replace the traditional fitness function of
Metaheuristic approaches to the placement of suicide bomber detectors;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000432802000011;Cotta, C and Gallardo, JE;Add this journal to your reviewer interest list.  Add Journal|Suicide bombing is an infamous form of terrorism that is becoming increasingly prevalent in the current era of global terror warfare. We consider the case of targeted attacks of this kind, and the use of detectors distributed over the area under threat as a protective countermeasure. Such detectors are non-fully reliable, and must be strategically placed in order to maximize the chances of dete
Adaptive Evolutionary Algorithm Based on a Cliqued Gibbs Sampling over Graphical Markov Model Structure;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000324600300008;Ponce-de-Leon-Senti, EE and Diaz-Diaz, E;This chapter introduces Estimation of Distribution Algorithms (EDAs) based on a learning strategy with two steps. The first step is based on the estimation of the searching sample complexity through an index based on the sample entropy. The searching sample algorithm learns a tree, and then, uses a sample complexity index to prognose the missing edges to obtain the cliques of the structure of t
NichingEDA: Utilizing the Diversity Inside A Population of EDAs For Continuous Optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000263406500191;Dong, WS and Yao, X;Since the Estimation of Distribution Algorithms (EDAs) have been introduced, several single model based EDAs and mixture model based EDAs have been developed. Take Gaussian models as an example, EDAs based on single Gaussian distribution have good performance on solving simple unimodal functions and multimodal functions whose landscape has an obvious trend towards the global optimum. But they h
Studying XCS/BOA learning in boolean functions: Structure encoding and random Boolean functions;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000249917300214;Butz, MV and Pelikan, M;Recently, studies with the XCS classifier system on Boolean functions have shown that in certain types of functions simple crossover operators can lead to disruption and, consequently, a more effective recombination mechanism is required. Simple crossover operators were replaced by recombination based on estimation of distribution algorithms (EDAs). The combination showed that XCS with such a s
Alternative Representations for Codifying Solutions in Permutation-Based Problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000703998201067;"Malagon, M; Irurozki, E and Ceberio, J";Since their introduction, Estimation of Distribution Algorithms (EDAs) have proved to be very competitive algorithms to solve many optimization problems. However, despite recent developments, in the case of permutation-based combinatorial optimization problems, there are still many aspects that deserve further research. One of them is the influence of the codification employed to represent the
Population-Based Incremental Learning for Effective IoT Service Composition with Replication;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:001331809000009;"Sun, FY; Chen, G;  (...); Hartmann, S";Internet of Things Service Composition (SCIoT) aims to find the best composite IoT service to fulfil users' requirements. Given the NP-hard complexity of SCIoT, Evolutionary Computation methods, especially Estimation of Distribution Algorithms (EDAs), have received increasing attention to solve SCIoT problems. As one of the most popular EDA methods, Population-Based Incremental Learning (PBIL)
Compact representations as a search strategy: Compression EDAs;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000240221500005;Toussaint, M;Add this journal to your reviewer interest list.  Add Journal|The choice of representation crucially determines the capability of search processes to find complex solutions in which many variables interact. The question is how good representations can be found and how they can be adapted online to account for what can be learned about the structure of the problem from previous samples. We address these questions in a scenario that we term indirect Estimat
Multi-population and diffusion UMDA for dynamic multimodal problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000283633200010;"Wu, Y; Wang, YP;  (...); Ye, JM";Add this journal to your reviewer interest list.  Add Journal|In dynamic environments, it is important to track changing optimal solutions over time. Univariate marginal distribution algorithm (UMDA) which is a class algorithm of estimation of distribution algorithms attracts more and more attention in recent years. In this paper a new multi-population and diffusion UMDA (MDUMDA) is proposed for dynamic multimodal problems. The multi-population approach i
Bayesian networks for interpretable machine learning and optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000687473600006;"Mihaljevic, B; Bielza, C and Larrañaga, P";Add this journal to your reviewer interest list.  Add Journal|As artificial intelligence is being increasingly used for high-stakes applications, it is becoming more and more important that the models used be interpretable. Bayesian networks offer a paradigm for inter-pretable artificial intelligence that is based on probability theory. They provide a semantics that enables a compact, declarative representation of a joint probability distribution over the
Novel Metaheuristic Approach: Integration of Variables Method (IVM) and Human-Machine Interaction for Subjective Evaluation;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000502759200046;"Asgher, U; Simeón, R;  (...); Arzola-Ruiz, J";"Metaheuristics is recognized as the most practical approach in simulation based global optimization and during investigation of the state-of-the-art optimization approaches from local searches over evolutionary computation methods to estimation of distribution algorithms. In this study a new evolutionary metaheuristic approach ""The Integration of Variables Method (IVM)"" is devised for global op"
Can Compact Optimisation Algorithms Be Structurally Biased?;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:001299686400016;"Kononova, AV; Caraffini, F;  (...); Bäck, T";In the field of stochastic optimisation, the so-called structural bias constitutes an undesired behaviour of an algorithm that is unable to explore the search space to a uniform extent. In this paper, we investigate whether algorithms from a subclass of estimation of distribution algorithms, the compact algorithms, exhibit structural bias. Our approach, justified in our earlier publications, is
Estimation of Bayesian networks algorithms in a class of complex networks;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000287375804058;"Echegoyen, C; Mendiburu, A;  (...); Lozano, JA";In many optimization problems, regardless of the domain to which it belongs, the structural component that the interactions among variables provides can be seen as a network. The impact that the topological characteristics of that network has, both in the hardness of the problem and in the performance of the optimization techniques, constitutes a very important subject of research. In this pape
Multi-objective Gene-pool Optimal Mixing Evolutionary Algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000364333000046;"Luong, NH; La Poutré, H and Bosman, PAN";The recently introduced Gene-pool Optimal Mixing Evolutionary Algorithm (GOMEA), with a lean, but sufficient, linkage model and an efficient variation operator, has been shown to he a robust and efficient methodology for solving single objective (SO) optimization problems with superior performance compared to classic genetic algorithms (GAs) and estimation-of-distribution algorithms (EDAs). In
Multiobjective decomposition-based Mallows Models estimation of distribution algorithm. A case of study for permutation flowshop scheduling problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000399506800009;"Zangari, M; Mendiburu, A;  (...); Pozo, A";Add this journal to your reviewer interest list.  Add Journal|Estimation of distribution algorithms (EDAs) have become a reliable alternative to solve a broad range of single and multi-objective optimization problems. Recently, distance-based exponential models, such as Mallows Model (MM) and Generalized Mallows Model (GMM), have demonstrated their validity in the context of EDAs to deal with permutation-based optimization problems. The aim of this paper
Balancing the Diversification-Intensification Trade-off Using Mixtures of Probability Models;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000451175500074;"Alza, J; Ceberio, J and Calvo, B";The trade-off between diversification and intensification has been investigated recurrently in the field of evolutionary computation. Proof of this is the numerous approaches that have been devoted to finding a balance in the diversificationintensification behavior of algorithms. Despite the large amount of work on this topic, dynamically adjusting such behavior is still difficult and depends o
DEUM - A Fully Multivariate EDA Based on Markov Networks;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000277912300004;"Shakya, S; Brownlee, A;  (...); Owusu, G";Recent years have seen an increasing interest in Markov networks as an alternative approach to probabilistic modelling in estimation of distribution algorithms (EDAs). Distribution Estimation Using Markov network (DEUM) is one of the early EDAs to use this approach. Over the years, several different versions of DEUM have been proposed using different Markov network structures, and are shown to
Integrative Probabilistic Evolving Spiking Neural Networks Utilising Quantum Inspired Evolutionary Algorithm: A Computational Framework;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000272340200001;Kasabov, N;Add this journal to your reviewer interest list.  Add Journal|Integrative evolving connectionist systems (iECOS) integrate principles from different levels of information processing in the brain, including cognitive-, neuronal-, genetic- and quantum, in their dynamic interaction over time. The paper introduces a new framework of iECOS called integrative probabilistic evolving spiking neural networks (ipSNN) that incorporate probability learning, parameter
Anisotropic adaptive variance scaling for Gaussian estimation of distribution algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000428494600010;"Ren, ZG; Liang, YS;  (...); Li, BY";Add this journal to your reviewer interest list.  Add Journal|Traditional Gaussian estimation of distribution algorithms (EDAs) are confronted with issues that the variable variances decrease fast and the main search direction tends to become perpendicular to the improvement direction of the fitness function, which reduces the search efficiency of Gaussian EDAs (GEDAs) and makes them subject to premature convergence. In this paper, a novel anisotropic ada
Vine copula-based EDA for dynamic multiobjective optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000590021700001;Cheriet, A;Add this journal to your reviewer interest list.  Add Journal|Dynamic Multiobjective Problems cover a set of real-world problems that have many conflicting objectives. These problems are challenging and well known by the dynamic nature of their objective functions, constraint functions, and problem parameters which often change over time. In fact, dealing with these problems has not been investigated in detail using the Estimation of Distribution Algorith
Metaheuristic-based time series clustering for anomaly detection in manufacturing industry;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:001004141300003;"Suh, WH; Oh, S and Ahn, CW";Add this journal to your reviewer interest list.  Add Journal|Nowadays time series clustering is of great importance in manufacturing industries. Meanwhile, it is considerably challenging to achieve explainable solution as well as significant performance due to computation complexity and variable diversity. To efficaciously handle the difficulty, this paper presents a novel metaheuristic-based time series clustering method which can improve the effectiven
Niching an Estimation-of-Distribution Algorithm by Hierarchical Gaussian Mixture Learning;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000530095200090;"Maree, SC; Alderliesten, T;  (...); Bosman, PAN";Estimation-of-Distribution Algorithms (EDAs) have been applied with quite some success when solving real-valued optimization problems, especially in the case of Black Box Optimization (BBO). Generally, the performance of an EDA depends on the match between its driving probability distribution and the landscape of the problem being solved. Because most well-known EDAs, including CMA-ES, NES, and
Exploiting Linkage Information and Problem-Specific Knowledge in Evolutionary Distribution Network Expansion Planning;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000358795700154;"Luong, NH; La Poutré, H and Bosman, PAN";This paper tackles the Distribution Network Expansion Planning (DNEP) problem that has to be solved by distribution network operators to decide which, where, and/or when enhancements to electricity networks should be introduced to satisfy the future power demands. We compare two evolutionary algorithms (EAs) for optimizing expansion plans: the classic genetic algorithm (GA) with uniform crossov
Population sizing for inductive linkage identification;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000311084900001;Lin, JY and Chen, YP;Add this journal to your reviewer interest list.  Add Journal|Variable interdependency, referred to as linkage in genetic algorithms (GAs), has been among the most useful information in evolutionary optimisation. With the aid of linkage information, efficient evolution can be attained by GAs. Among variants of advanced GAs, linkages are either explicitly identified, as in perturbation-based methods, or implicitly extracted, as in estimation of distributio
Improving the Clustering Algorithms Automatic Generation Process with Cluster Quality Indexes;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000719671100073;"Montenegro, M; Meiguins, A;  (...); Morais, J";Add this journal to your reviewer interest list.  Add Journal|AutoClustering is a computational tool for the automatic generation of clustering algorithms, which combines and evaluates the main parts of density-based algorithms to generate more appropriate solutions for a given dataset for clustering tasks. AutoClustering uses the Estimation of Distribution Algorithms (EDA) evolutionary technique to create the algorithms (individuals), and the adapted CLE
Level-Based Analysis of Genetic Algorithms and Other Search Processes;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000446341800006;"Corus, D; Dang, DC;  (...); Lehre, PK";Add this journal to your reviewer interest list.  Add Journal|Understanding how the time complexity of evolutionary algorithms (EAs) depend on their parameter settings and characteristics of fitness landscapes is a fundamental problem in evolutionary computation. Most rigorous results were derived using a handful of key analytic techniques, including drift analysis. However, since few of these techniques apply effortlessly to population-based EAs, most ti
How effective is Cauchy-EDA in high dimensions?;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000390749103077;"Sanyang, ML; Durrant, RJ and Kabán, A";We consider the problem of high dimensional black box optimisation via Estimation of Distribution Algorithms (EDA) and the use of heavy-tailed search distributions in this setting. Some authors have suggested that employing a heavy tailed search distribution, such as a Cauchy, may make EDA better explore a high dimensional search space. However, other authors have found Cauchy search distributi
Performance comparison between parallel GA based on linkage identification and parallel Bayesian optimization algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000227836700025;"Murao, N; Munetomo, M and Akama, K";Genetic Algorithms (GAs) are considered robust optimization algorithms which can solve wide-spectrum of difficult problems such as combinatorial optimization problems. Still, there are some GA-difficult problems which cannot ensure tight linkage in encoding strings. In such problems, crossovers cannot perform effectively on loosely encoded strings due to building block disruptions. Recently, a
The Compact Genetic Algorithm is Efficient Under Extreme Gaussian Noise;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000402122600010;"Friedrich, T; Kötzing, T;  (...); Sutton, AM";Add this journal to your reviewer interest list.  Add Journal|Practical optimization problems frequently include uncertainty about the quality measure, for example, due to noisy evaluations. Thus, they do not allow for a straightforward application of traditional optimization techniques. In these settings, randomized search heuristics such as evolutionary algorithms are a popular choice because they are often assumed to exhibit some kind of resistance to
Structural Coherence of Problem and Algorithm: An Analysis for EDAs on all 2-bit and 3-bit Problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000380444802013;"Brownlee, AEI; McCall, JAW and Christie, LA";"Metaheuristics assume some kind of coherence between decision and objective spaces. Estimation of Distribution algorithms approach this by constructing an explicit probabilistic model of high fitness solutions, the structure of which is intended to reflect the structure of the problem. In this context, ""structure"" means the dependencies or interactions between problem variables in a probabilist"
Integrative Probabilistic Evolving Spiking Neural Networks Utilising Quantum Inspired Evolutionary Algorithm: A Computational Framework;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000274201700019;Kasabov, N;Integrative evolving connectionist systems (iECOS) integrate principles from different levels of information processing in the brain, including cognitive-, neuronal-, genetic- and quantum, in their dynamic interaction over time. The paper introduces a new framework of iECOS called integrative probabilistic evolving spiking neural networks (ipSNN) that incorporate probability learning parameters
Large Scale Continuous EDA Using Mutual Information;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000390749103116;"Xu, Q; Sanyang, ML and Kabán, A";Most studies of Estimation of Distribution Algorithms (EDA) are restricted to low dimensional problems due to EDA being susceptible to the curse of dimensionality. Among methods that try to scale up EDA to high dimensional problems, EDA-MCC was recently proposed. It controls the complexity of the search distribution by thresholding correlation estimates as a means to approximate the prominent d
Sensibility of Linkage Information and Effectiveness of Estimated Distributions;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000285226900003;Chuang, CY and Chen, YP;Add this journal to your reviewer interest list.  Add Journal|The probabilistic model building performed by estimation of distribution algorithms (EDAs) enables these methods to use advanced techniques of statistics and machine learning for automatic discovery of problem structures. However, in some situations, it may not be possible to completely and accurately identify the whole problem structure by probabilistic modeling due to certain inherent propert
An improved EDA for solving Steiner tree problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000360178400020;"Liu, L; Wang, H and Kong, GH";Add this journal to your reviewer interest list.  Add Journal|Steiner tree problem and its derivations are widely employed to optimize the design of transportation, communication networks, biological engineering and the QoS multicast routing problem. It is one of well-defined open issues which have attracted many research efforts. Different from the existing works, this paper develops a new method of solving Steiner tree problem by using the improved esti
Estimating probability distribution with Q-learning for biped gait generation and optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000245452400060;"Hu, LY; Zhou, CJ and Sun, ZQ";A new biped gait generation and optimization method is proposed in the frame of Estimation of Distribution Algorithms (EDAs) with Q-learning method. By formulating the biped gait synthesis as a constrained multi-objective optimization problem, a dynamically stable and low energy cost biped gait is generated by EDAs with Q-learning (EDA_Q), which estimate probability distributions derived from t
A comparative study of variation operators used for evolutionary multi-objective optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000336700500002;"Alberto, I; Coello, CAC and Mateo, PM";Add this journal to your reviewer interest list.  Add Journal|In this paper, several variation operators based on Pareto efficiency, extracted from Differential Evolution, Estimation of Distribution Algorithms, Evolution Strategies and Evolutionary Programming, are compared in order to determine whether or not they increase the performance of the non-Pareto based versions. Firstly, we compare the selected variation operators in pairs, each operator with a
Compact genetic codes as a search strategy of evolutionary processes;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000230881900005;Toussaint, M;Add this journal to your reviewer interest list.  Add Journal|The choice of genetic representation crucially determines the capability of evolutionary processes to find complex solutions in which many variables interact. The question is how good genetic representations can be found and how they can be adapted online to account for what can be learned about the structure of the problem from previous samples. We address these questions in a scenario that we
Covariance matrix adaptive strategy for a multi-objective evolutionary algorithm based on reference point;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000595520600103;"Wei, LX; Zhang, JL;  (...); Sun, H";Add this journal to your reviewer interest list.  Add Journal|In this article, an effective method, called an adaptive covariance strategy based on reference points (RPCMA-ES) is proposed for multi-objective optimization. In the proposed algorithm, search space is divided into independent sub-regions by calculating the angle between the objective vector and the reference vector. The reference vectors can be used not only to decompose the original multi-ob
A latent space-based estimation of distribution algorithm for large-scale global optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000469418900002;"Dong, WY; Wang, YF and Zhou, MC";Add this journal to your reviewer interest list.  Add Journal|Large-scale global optimization problems (LSGOs) have received considerable attention in the field of meta-heuristic algorithms. Estimation of distribution algorithms (EDAs) are a major branch of meta-heuristic algorithms. However, how to effectively build the probabilistic model for EDA in high dimensions is confronted with obstacle, making them less attractive due to the large computational r
BAIS: A Bayesian Artificial Immune System for the effective handling of building blocks;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000265079600005;de Castro, PAD and Von Zuben, FJ;Add this journal to your reviewer interest list.  Add Journal|Significant progress has been made in theory and design of Artificial Immune Systems (AISs) for solving hard problems accurately. However, an aspect not yet widely addressed by the research reported in the literature is the lack of ability of the AlSs to deal effectively with building blocks (partial high-quality solutions coded in the antibody). The available AlSs present mechanisms for evolvi
